,Title,Location,Name_1,Party_1,Votes_1,Name_2,Party_2,Votes_2,Votes_total,Pct_1,Pct_2,Margin
41,Spokane,Spokane 3230,Lisa Brown,None,383,Nadine Woodward,None,197,580,66.0,34.0,32.0
42,Spokane,Spokane 3231,Lisa Brown,None,332,Nadine Woodward,None,172,504,65.9,34.1,31.8
43,Spokane,Spokane 3232,Lisa Brown,None,368,Nadine Woodward,None,146,514,71.6,28.4,43.2
44,Spokane,Spokane 3233,Lisa Brown,None,232,Nadine Woodward,None,263,495,46.9,53.1,-6.2
45,Spokane,Spokane 3234,Lisa Brown,None,313,Nadine Woodward,None,122,435,72.0,28.0,44.0
46,Spokane,Spokane 3235,Lisa Brown,None,267,Nadine Woodward,None,145,412,64.8,35.2,29.6
47,Spokane,Spokane 3236,Lisa Brown,None,268,Nadine Woodward,None,244,512,52.3,47.7,4.6
48,Spokane,Spokane 3237,Lisa Brown,None,172,Nadine Woodward,None,146,318,54.1,45.9,8.2
49,Spokane,Spokane 3238,Lisa Brown,None,116,Nadine Woodward,None,104,220,52.7,47.3,5.4
50,Spokane,Spokane 3239,Lisa Brown,None,107,Nadine Woodward,None,95,202,53.0,47.0,6.0
