,Precinct,Name_1,Party_1,Votes_1,Name_2,Party_2,Votes_2,Name_3,Party_3,Votes_3,Name_4,Party_4,Votes_4,Name_5,Party_5,Votes_5,Name_6,Party_6,Votes_6,Name_7,Party_7,Votes_7,Votes_total,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5,Pct_6,Pct_7,Margin
151,King 1940,Girmay Zahilay,None,180,Larry Gossett,None2,120,,,0,,,0,,,0,,,0,,,0,300,60.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0
152,King 1941,Girmay Zahilay,None,196,Larry Gossett,None2,81,,,0,,,0,,,0,,,0,,,0,277,70.76,29.24,0.0,0.0,0.0,0.0,0.0,41.52
153,King 1942,Girmay Zahilay,None,213,Larry Gossett,None2,101,,,0,,,0,,,0,,,0,,,0,314,67.83,32.17,0.0,0.0,0.0,0.0,0.0,35.66
154,King 1944,Girmay Zahilay,None,155,Larry Gossett,None2,107,,,0,,,0,,,0,,,0,,,0,262,59.16,40.84,0.0,0.0,0.0,0.0,0.0,18.32
155,King 1945,Girmay Zahilay,None,257,Larry Gossett,None2,145,,,0,,,0,,,0,,,0,,,0,402,63.93,36.07,0.0,0.0,0.0,0.0,0.0,27.86
156,King 1947,Girmay Zahilay,None,202,Larry Gossett,None2,107,,,0,,,0,,,0,,,0,,,0,309,65.37,34.63,0.0,0.0,0.0,0.0,0.0,30.74
157,King 1950,Larry Gossett,None2,49,Girmay Zahilay,None,47,,,0,,,0,,,0,,,0,,,0,96,51.04,48.96,0.0,0.0,0.0,0.0,0.0,2.08
158,King 1952,Larry Gossett,None2,92,Girmay Zahilay,None,80,,,0,,,0,,,0,,,0,,,0,172,53.49,46.51,0.0,0.0,0.0,0.0,0.0,6.98
159,King 1953,Larry Gossett,None2,83,Girmay Zahilay,None,62,,,0,,,0,,,0,,,0,,,0,145,57.24,42.76,0.0,0.0,0.0,0.0,0.0,14.48
160,King 1954,Larry Gossett,None2,104,Girmay Zahilay,None,76,,,0,,,0,,,0,,,0,,,0,180,57.78,42.22,0.0,0.0,0.0,0.0,0.0,15.56
161,King 1961,Larry Gossett,None2,85,Girmay Zahilay,None,64,,,0,,,0,,,0,,,0,,,0,149,57.05,42.95,0.0,0.0,0.0,0.0,0.0,14.1
162,King 1962,Larry Gossett,None2,90,Girmay Zahilay,None,90,,,0,,,0,,,0,,,0,,,0,180,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
163,King 1963,Girmay Zahilay,None,68,Larry Gossett,None2,56,,,0,,,0,,,0,,,0,,,0,124,54.84,45.16,0.0,0.0,0.0,0.0,0.0,9.68
164,King 1964,Girmay Zahilay,None,147,Larry Gossett,None2,90,,,0,,,0,,,0,,,0,,,0,237,62.03,37.97,0.0,0.0,0.0,0.0,0.0,24.06
165,King 1965,Girmay Zahilay,None,91,Larry Gossett,None2,87,,,0,,,0,,,0,,,0,,,0,178,51.12,48.88,0.0,0.0,0.0,0.0,0.0,2.24
166,King 1966,Girmay Zahilay,None,108,Larry Gossett,None2,65,,,0,,,0,,,0,,,0,,,0,173,62.43,37.57,0.0,0.0,0.0,0.0,0.0,24.86
167,King 1967,Girmay Zahilay,None,155,Larry Gossett,None2,141,,,0,,,0,,,0,,,0,,,0,296,52.36,47.64,0.0,0.0,0.0,0.0,0.0,4.72
168,King 1968,Girmay Zahilay,None,83,Larry Gossett,None2,73,,,0,,,0,,,0,,,0,,,0,156,53.21,46.79,0.0,0.0,0.0,0.0,0.0,6.42
169,King 1969,Larry Gossett,None2,73,Girmay Zahilay,None,72,,,0,,,0,,,0,,,0,,,0,145,50.34,49.66,0.0,0.0,0.0,0.0,0.0,0.68
170,King 1970,Larry Gossett,None2,84,Girmay Zahilay,None,58,,,0,,,0,,,0,,,0,,,0,142,59.15,40.85,0.0,0.0,0.0,0.0,0.0,18.3
171,King 1971,Larry Gossett,None2,134,Girmay Zahilay,None,83,,,0,,,0,,,0,,,0,,,0,217,61.75,38.25,0.0,0.0,0.0,0.0,0.0,23.5
172,King 1974,Larry Gossett,None2,137,Girmay Zahilay,None,77,,,0,,,0,,,0,,,0,,,0,214,64.02,35.98,0.0,0.0,0.0,0.0,0.0,28.04
173,King 1975,Girmay Zahilay,None,40,Larry Gossett,None2,18,,,0,,,0,,,0,,,0,,,0,58,68.97,31.03,0.0,0.0,0.0,0.0,0.0,37.94
174,King 1976,Girmay Zahilay,None,33,Larry Gossett,None2,18,,,0,,,0,,,0,,,0,,,0,51,64.71,35.29,0.0,0.0,0.0,0.0,0.0,29.42
175,King 1977,Larry Gossett,None2,102,Girmay Zahilay,None,73,,,0,,,0,,,0,,,0,,,0,175,58.29,41.71,0.0,0.0,0.0,0.0,0.0,16.58
176,King 1978,Larry Gossett,None2,179,Girmay Zahilay,None,105,,,0,,,0,,,0,,,0,,,0,284,63.03,36.97,0.0,0.0,0.0,0.0,0.0,26.06
177,King 1980,Larry Gossett,None2,120,Girmay Zahilay,None,78,,,0,,,0,,,0,,,0,,,0,198,60.61,39.39,0.0,0.0,0.0,0.0,0.0,21.22
178,King 1982,Girmay Zahilay,None,163,Larry Gossett,None2,91,,,0,,,0,,,0,,,0,,,0,254,64.17,35.83,0.0,0.0,0.0,0.0,0.0,28.34
179,King 1983,Larry Gossett,None2,159,Girmay Zahilay,None,148,,,0,,,0,,,0,,,0,,,0,307,51.79,48.21,0.0,0.0,0.0,0.0,0.0,3.58
180,King 1986,Girmay Zahilay,None,79,Larry Gossett,None2,76,,,0,,,0,,,0,,,0,,,0,155,50.97,49.03,0.0,0.0,0.0,0.0,0.0,1.94
181,King 1990,Girmay Zahilay,None,135,Larry Gossett,None2,122,,,0,,,0,,,0,,,0,,,0,257,52.53,47.47,0.0,0.0,0.0,0.0,0.0,5.06
182,King 1991,Larry Gossett,None2,175,Girmay Zahilay,None,152,,,0,,,0,,,0,,,0,,,0,327,53.52,46.48,0.0,0.0,0.0,0.0,0.0,7.04
183,King 1992,Larry Gossett,None2,252,Girmay Zahilay,None,103,,,0,,,0,,,0,,,0,,,0,355,70.99,29.01,0.0,0.0,0.0,0.0,0.0,41.98
184,King 1993,Girmay Zahilay,None,90,Larry Gossett,None2,63,,,0,,,0,,,0,,,0,,,0,153,58.82,41.18,0.0,0.0,0.0,0.0,0.0,17.64
185,King 1994,Girmay Zahilay,None,96,Larry Gossett,None2,86,,,0,,,0,,,0,,,0,,,0,182,52.75,47.25,0.0,0.0,0.0,0.0,0.0,5.5
186,King 1995,Girmay Zahilay,None,85,Larry Gossett,None2,68,,,0,,,0,,,0,,,0,,,0,153,55.56,44.44,0.0,0.0,0.0,0.0,0.0,11.12
187,King 1996,Girmay Zahilay,None,115,Larry Gossett,None2,82,,,0,,,0,,,0,,,0,,,0,197,58.38,41.62,0.0,0.0,0.0,0.0,0.0,16.76
188,King 1997,Girmay Zahilay,None,85,Larry Gossett,None2,69,,,0,,,0,,,0,,,0,,,0,154,55.19,44.81,0.0,0.0,0.0,0.0,0.0,10.38
189,King 1999,Girmay Zahilay,None,138,Larry Gossett,None2,107,,,0,,,0,,,0,,,0,,,0,245,56.33,43.67,0.0,0.0,0.0,0.0,0.0,12.66
190,King 2000,Girmay Zahilay,None,187,Larry Gossett,None2,85,,,0,,,0,,,0,,,0,,,0,272,68.75,31.25,0.0,0.0,0.0,0.0,0.0,37.5
191,King 2001,Girmay Zahilay,None,176,Larry Gossett,None2,175,,,0,,,0,,,0,,,0,,,0,351,50.14,49.86,0.0,0.0,0.0,0.0,0.0,0.28
192,King 2002,Girmay Zahilay,None,225,Larry Gossett,None2,130,,,0,,,0,,,0,,,0,,,0,355,63.38,36.62,0.0,0.0,0.0,0.0,0.0,26.76
193,King 2004,Girmay Zahilay,None,130,Larry Gossett,None2,58,,,0,,,0,,,0,,,0,,,0,188,69.15,30.85,0.0,0.0,0.0,0.0,0.0,38.3
194,King 2006,Girmay Zahilay,None,96,Larry Gossett,None2,88,,,0,,,0,,,0,,,0,,,0,184,52.17,47.83,0.0,0.0,0.0,0.0,0.0,4.34
195,King 2007,Girmay Zahilay,None,88,Larry Gossett,None2,60,,,0,,,0,,,0,,,0,,,0,148,59.46,40.54,0.0,0.0,0.0,0.0,0.0,18.92
196,King 2008,Larry Gossett,None2,74,Girmay Zahilay,None,69,,,0,,,0,,,0,,,0,,,0,143,51.75,48.25,0.0,0.0,0.0,0.0,0.0,3.5
197,King 2009,Girmay Zahilay,None,192,Larry Gossett,None2,144,,,0,,,0,,,0,,,0,,,0,336,57.14,42.86,0.0,0.0,0.0,0.0,0.0,14.28
198,King 2011,Larry Gossett,None2,103,Girmay Zahilay,None,73,,,0,,,0,,,0,,,0,,,0,176,58.52,41.48,0.0,0.0,0.0,0.0,0.0,17.04
199,King 2013,Girmay Zahilay,None,133,Larry Gossett,None2,82,,,0,,,0,,,0,,,0,,,0,215,61.86,38.14,0.0,0.0,0.0,0.0,0.0,23.72
200,King 2014,Larry Gossett,None2,128,Girmay Zahilay,None,117,,,0,,,0,,,0,,,0,,,0,245,52.24,47.76,0.0,0.0,0.0,0.0,0.0,4.48
201,King 2015,Larry Gossett,None2,99,Girmay Zahilay,None,87,,,0,,,0,,,0,,,0,,,0,186,53.23,46.77,0.0,0.0,0.0,0.0,0.0,6.46
202,King 2016,Girmay Zahilay,None,155,Larry Gossett,None2,41,,,0,,,0,,,0,,,0,,,0,196,79.08,20.92,0.0,0.0,0.0,0.0,0.0,58.16
203,King 2017,Girmay Zahilay,None,175,Larry Gossett,None2,78,,,0,,,0,,,0,,,0,,,0,253,69.17,30.83,0.0,0.0,0.0,0.0,0.0,38.34
204,King 2018,Girmay Zahilay,None,262,Larry Gossett,None2,123,,,0,,,0,,,0,,,0,,,0,385,68.05,31.95,0.0,0.0,0.0,0.0,0.0,36.1
205,King 2020,Girmay Zahilay,None,146,Larry Gossett,None2,110,,,0,,,0,,,0,,,0,,,0,256,57.03,42.97,0.0,0.0,0.0,0.0,0.0,14.06
206,King 2021,Girmay Zahilay,None,363,Larry Gossett,None2,161,,,0,,,0,,,0,,,0,,,0,524,69.27,30.73,0.0,0.0,0.0,0.0,0.0,38.54
207,King 2023,Girmay Zahilay,None,154,Larry Gossett,None2,87,,,0,,,0,,,0,,,0,,,0,241,63.9,36.1,0.0,0.0,0.0,0.0,0.0,27.8
208,King 2024,Girmay Zahilay,None,123,Larry Gossett,None2,52,,,0,,,0,,,0,,,0,,,0,175,70.29,29.71,0.0,0.0,0.0,0.0,0.0,40.58
209,King 2025,Girmay Zahilay,None,203,Larry Gossett,None2,137,,,0,,,0,,,0,,,0,,,0,340,59.71,40.29,0.0,0.0,0.0,0.0,0.0,19.42
210,King 2026,Girmay Zahilay,None,148,Larry Gossett,None2,85,,,0,,,0,,,0,,,0,,,0,233,63.52,36.48,0.0,0.0,0.0,0.0,0.0,27.04
211,King 2027,Girmay Zahilay,None,120,Larry Gossett,None2,79,,,0,,,0,,,0,,,0,,,0,199,60.3,39.7,0.0,0.0,0.0,0.0,0.0,20.6
212,King 2028,Girmay Zahilay,None,175,Larry Gossett,None2,106,,,0,,,0,,,0,,,0,,,0,281,62.28,37.72,0.0,0.0,0.0,0.0,0.0,24.56
213,King 2029,Girmay Zahilay,None,272,Larry Gossett,None2,215,,,0,,,0,,,0,,,0,,,0,487,55.85,44.15,0.0,0.0,0.0,0.0,0.0,11.7
214,King 2033,Girmay Zahilay,None,161,Larry Gossett,None2,100,,,0,,,0,,,0,,,0,,,0,261,61.69,38.31,0.0,0.0,0.0,0.0,0.0,23.38
215,King 2034,Girmay Zahilay,None,155,Larry Gossett,None2,87,,,0,,,0,,,0,,,0,,,0,242,64.05,35.95,0.0,0.0,0.0,0.0,0.0,28.1
216,King 2035,Girmay Zahilay,None,198,Larry Gossett,None2,85,,,0,,,0,,,0,,,0,,,0,283,69.96,30.04,0.0,0.0,0.0,0.0,0.0,39.92
217,King 2037,Girmay Zahilay,None,262,Larry Gossett,None2,85,,,0,,,0,,,0,,,0,,,0,347,75.5,24.5,0.0,0.0,0.0,0.0,0.0,51.0
218,King 2038,Girmay Zahilay,None,224,Larry Gossett,None2,108,,,0,,,0,,,0,,,0,,,0,332,67.47,32.53,0.0,0.0,0.0,0.0,0.0,34.94
219,King 2039,Girmay Zahilay,None,154,Larry Gossett,None2,92,,,0,,,0,,,0,,,0,,,0,246,62.6,37.4,0.0,0.0,0.0,0.0,0.0,25.2
220,King 2043,Girmay Zahilay,None,133,Larry Gossett,None2,57,,,0,,,0,,,0,,,0,,,0,190,70.0,30.0,0.0,0.0,0.0,0.0,0.0,40.0
221,King 2044,Girmay Zahilay,None,102,Larry Gossett,None2,69,,,0,,,0,,,0,,,0,,,0,171,59.65,40.35,0.0,0.0,0.0,0.0,0.0,19.3
222,King 2045,Girmay Zahilay,None,115,Larry Gossett,None2,71,,,0,,,0,,,0,,,0,,,0,186,61.83,38.17,0.0,0.0,0.0,0.0,0.0,23.66
223,King 2047,Girmay Zahilay,None,268,Larry Gossett,None2,134,,,0,,,0,,,0,,,0,,,0,402,66.67,33.33,0.0,0.0,0.0,0.0,0.0,33.34
224,King 2048,Girmay Zahilay,None,131,Larry Gossett,None2,51,,,0,,,0,,,0,,,0,,,0,182,71.98,28.02,0.0,0.0,0.0,0.0,0.0,43.96
225,King 2049,Girmay Zahilay,None,145,Larry Gossett,None2,62,,,0,,,0,,,0,,,0,,,0,207,70.05,29.95,0.0,0.0,0.0,0.0,0.0,40.1
226,King 2050,Girmay Zahilay,None,109,Larry Gossett,None2,83,,,0,,,0,,,0,,,0,,,0,192,56.77,43.23,0.0,0.0,0.0,0.0,0.0,13.54
227,King 2052,Girmay Zahilay,None,109,Larry Gossett,None2,41,,,0,,,0,,,0,,,0,,,0,150,72.67,27.33,0.0,0.0,0.0,0.0,0.0,45.34
228,King 2055,Girmay Zahilay,None,105,Larry Gossett,None2,41,,,0,,,0,,,0,,,0,,,0,146,71.92,28.08,0.0,0.0,0.0,0.0,0.0,43.84
229,King 2056,Larry Gossett,None2,106,Girmay Zahilay,None,101,,,0,,,0,,,0,,,0,,,0,207,51.21,48.79,0.0,0.0,0.0,0.0,0.0,2.42
230,King 2057,Larry Gossett,None2,152,Girmay Zahilay,None,111,,,0,,,0,,,0,,,0,,,0,263,57.79,42.21,0.0,0.0,0.0,0.0,0.0,15.58
231,King 2058,Larry Gossett,None2,144,Girmay Zahilay,None,128,,,0,,,0,,,0,,,0,,,0,272,52.94,47.06,0.0,0.0,0.0,0.0,0.0,5.88
232,King 2061,Girmay Zahilay,None,147,Larry Gossett,None2,59,,,0,,,0,,,0,,,0,,,0,206,71.36,28.64,0.0,0.0,0.0,0.0,0.0,42.72
233,King 2064,Girmay Zahilay,None,105,Larry Gossett,None2,36,,,0,,,0,,,0,,,0,,,0,141,74.47,25.53,0.0,0.0,0.0,0.0,0.0,48.94
234,King 2065,Girmay Zahilay,None,139,Larry Gossett,None2,80,,,0,,,0,,,0,,,0,,,0,219,63.47,36.53,0.0,0.0,0.0,0.0,0.0,26.94
235,King 2068,Girmay Zahilay,None,156,Larry Gossett,None2,61,,,0,,,0,,,0,,,0,,,0,217,71.89,28.11,0.0,0.0,0.0,0.0,0.0,43.78
236,King 2069,Girmay Zahilay,None,282,Larry Gossett,None2,149,,,0,,,0,,,0,,,0,,,0,431,65.43,34.57,0.0,0.0,0.0,0.0,0.0,30.86
237,King 2071,Larry Gossett,None2,114,Girmay Zahilay,None,107,,,0,,,0,,,0,,,0,,,0,221,51.58,48.42,0.0,0.0,0.0,0.0,0.0,3.16
238,King 2074,Girmay Zahilay,None,174,Larry Gossett,None2,116,,,0,,,0,,,0,,,0,,,0,290,60.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0
239,King 2075,Girmay Zahilay,None,72,Larry Gossett,None2,49,,,0,,,0,,,0,,,0,,,0,121,59.5,40.5,0.0,0.0,0.0,0.0,0.0,19.0
240,King 2076,Girmay Zahilay,None,55,Larry Gossett,None2,51,,,0,,,0,,,0,,,0,,,0,106,51.89,48.11,0.0,0.0,0.0,0.0,0.0,3.78
241,King 2081,Girmay Zahilay,None,32,Larry Gossett,None2,14,,,0,,,0,,,0,,,0,,,0,46,69.57,30.43,0.0,0.0,0.0,0.0,0.0,39.14
242,King 2083,Girmay Zahilay,None,120,Larry Gossett,None2,70,,,0,,,0,,,0,,,0,,,0,190,63.16,36.84,0.0,0.0,0.0,0.0,0.0,26.32
243,King 2084,Girmay Zahilay,None,236,Larry Gossett,None2,189,,,0,,,0,,,0,,,0,,,0,425,55.53,44.47,0.0,0.0,0.0,0.0,0.0,11.06
244,King 2088,Girmay Zahilay,None,150,Larry Gossett,None2,114,,,0,,,0,,,0,,,0,,,0,264,56.82,43.18,0.0,0.0,0.0,0.0,0.0,13.64
245,King 2089,Girmay Zahilay,None,32,Larry Gossett,None2,18,,,0,,,0,,,0,,,0,,,0,50,64.0,36.0,0.0,0.0,0.0,0.0,0.0,28.0
246,King 2090,Girmay Zahilay,None,126,Larry Gossett,None2,90,,,0,,,0,,,0,,,0,,,0,216,58.33,41.67,0.0,0.0,0.0,0.0,0.0,16.66
247,King 2091,Girmay Zahilay,None,148,Larry Gossett,None2,72,,,0,,,0,,,0,,,0,,,0,220,67.27,32.73,0.0,0.0,0.0,0.0,0.0,34.54
248,King 2092,Girmay Zahilay,None,119,Larry Gossett,None2,91,,,0,,,0,,,0,,,0,,,0,210,56.67,43.33,0.0,0.0,0.0,0.0,0.0,13.34
249,King 2093,Girmay Zahilay,None,192,Larry Gossett,None2,121,,,0,,,0,,,0,,,0,,,0,313,61.34,38.66,0.0,0.0,0.0,0.0,0.0,22.68
250,King 2094,Girmay Zahilay,None,82,Larry Gossett,None2,73,,,0,,,0,,,0,,,0,,,0,155,52.9,47.1,0.0,0.0,0.0,0.0,0.0,5.8
251,King 2095,Girmay Zahilay,None,110,Larry Gossett,None2,79,,,0,,,0,,,0,,,0,,,0,189,58.2,41.8,0.0,0.0,0.0,0.0,0.0,16.4
252,King 2096,Larry Gossett,None2,84,Girmay Zahilay,None,54,,,0,,,0,,,0,,,0,,,0,138,60.87,39.13,0.0,0.0,0.0,0.0,0.0,21.74
253,King 2097,Girmay Zahilay,None,152,Larry Gossett,None2,90,,,0,,,0,,,0,,,0,,,0,242,62.81,37.19,0.0,0.0,0.0,0.0,0.0,25.62
254,King 2098,Girmay Zahilay,None,159,Larry Gossett,None2,118,,,0,,,0,,,0,,,0,,,0,277,57.4,42.6,0.0,0.0,0.0,0.0,0.0,14.8
255,King 2099,Girmay Zahilay,None,138,Larry Gossett,None2,125,,,0,,,0,,,0,,,0,,,0,263,52.47,47.53,0.0,0.0,0.0,0.0,0.0,4.94
256,King 2100,Girmay Zahilay,None,133,Larry Gossett,None2,97,,,0,,,0,,,0,,,0,,,0,230,57.83,42.17,0.0,0.0,0.0,0.0,0.0,15.66
257,King 2104,Girmay Zahilay,None,127,Larry Gossett,None2,101,,,0,,,0,,,0,,,0,,,0,228,55.7,44.3,0.0,0.0,0.0,0.0,0.0,11.4
258,King 2105,Girmay Zahilay,None,205,Larry Gossett,None2,147,,,0,,,0,,,0,,,0,,,0,352,58.24,41.76,0.0,0.0,0.0,0.0,0.0,16.48
259,King 2109,Girmay Zahilay,None,136,Larry Gossett,None2,38,,,0,,,0,,,0,,,0,,,0,174,78.16,21.84,0.0,0.0,0.0,0.0,0.0,56.32
260,King 2110,Girmay Zahilay,None,126,Larry Gossett,None2,50,,,0,,,0,,,0,,,0,,,0,176,71.59,28.41,0.0,0.0,0.0,0.0,0.0,43.18
261,King 2113,Girmay Zahilay,None,79,Larry Gossett,None2,43,,,0,,,0,,,0,,,0,,,0,122,64.75,35.25,0.0,0.0,0.0,0.0,0.0,29.5
262,King 2115,Girmay Zahilay,None,73,Larry Gossett,None2,28,,,0,,,0,,,0,,,0,,,0,101,72.28,27.72,0.0,0.0,0.0,0.0,0.0,44.56
263,King 22,Girmay Zahilay,None,182,Larry Gossett,None2,156,,,0,,,0,,,0,,,0,,,0,338,53.85,46.15,0.0,0.0,0.0,0.0,0.0,7.7
264,King 2231,Girmay Zahilay,None,210,Larry Gossett,None2,189,,,0,,,0,,,0,,,0,,,0,399,52.63,47.37,0.0,0.0,0.0,0.0,0.0,5.26
265,King 2237,Girmay Zahilay,None,198,Larry Gossett,None2,148,,,0,,,0,,,0,,,0,,,0,346,57.23,42.77,0.0,0.0,0.0,0.0,0.0,14.46
266,King 233,Larry Gossett,None2,119,Girmay Zahilay,None,86,,,0,,,0,,,0,,,0,,,0,205,58.05,41.95,0.0,0.0,0.0,0.0,0.0,16.1
267,King 271,Larry Gossett,None2,169,Girmay Zahilay,None,116,,,0,,,0,,,0,,,0,,,0,285,59.3,40.7,0.0,0.0,0.0,0.0,0.0,18.6
268,King 273,Larry Gossett,None2,99,Girmay Zahilay,None,59,,,0,,,0,,,0,,,0,,,0,158,62.66,37.34,0.0,0.0,0.0,0.0,0.0,25.32
269,King 2799,Girmay Zahilay,None,153,Larry Gossett,None2,80,,,0,,,0,,,0,,,0,,,0,233,65.67,34.33,0.0,0.0,0.0,0.0,0.0,31.34
270,King 283,Larry Gossett,None2,110,Girmay Zahilay,None,108,,,0,,,0,,,0,,,0,,,0,218,50.46,49.54,0.0,0.0,0.0,0.0,0.0,0.92
271,King 2861,Girmay Zahilay,None,121,Larry Gossett,None2,109,,,0,,,0,,,0,,,0,,,0,230,52.61,47.39,0.0,0.0,0.0,0.0,0.0,5.22
272,King 2928,Girmay Zahilay,None,270,Larry Gossett,None2,125,,,0,,,0,,,0,,,0,,,0,395,68.35,31.65,0.0,0.0,0.0,0.0,0.0,36.7
273,King 2987,Girmay Zahilay,None,42,Larry Gossett,None2,25,,,0,,,0,,,0,,,0,,,0,67,62.69,37.31,0.0,0.0,0.0,0.0,0.0,25.38
274,King 3159,Girmay Zahilay,None,146,Larry Gossett,None2,100,,,0,,,0,,,0,,,0,,,0,246,59.35,40.65,0.0,0.0,0.0,0.0,0.0,18.7
275,King 336,Girmay Zahilay,None,156,Larry Gossett,None2,149,,,0,,,0,,,0,,,0,,,0,305,51.15,48.85,0.0,0.0,0.0,0.0,0.0,2.3
276,King 3424,Girmay Zahilay,None,134,Larry Gossett,None2,92,,,0,,,0,,,0,,,0,,,0,226,59.29,40.71,0.0,0.0,0.0,0.0,0.0,18.58
277,King 3489,Larry Gossett,None2,46,Girmay Zahilay,None,32,,,0,,,0,,,0,,,0,,,0,78,58.97,41.03,0.0,0.0,0.0,0.0,0.0,17.94
278,King 3567,Girmay Zahilay,None,92,Larry Gossett,None2,59,,,0,,,0,,,0,,,0,,,0,151,60.93,39.07,0.0,0.0,0.0,0.0,0.0,21.86
279,King 3580,Girmay Zahilay,None,150,Larry Gossett,None2,65,,,0,,,0,,,0,,,0,,,0,215,69.77,30.23,0.0,0.0,0.0,0.0,0.0,39.54
280,King 3636,Girmay Zahilay,None,190,Larry Gossett,None2,75,,,0,,,0,,,0,,,0,,,0,265,71.7,28.3,0.0,0.0,0.0,0.0,0.0,43.4
281,King 3639,Girmay Zahilay,None,190,Larry Gossett,None2,110,,,0,,,0,,,0,,,0,,,0,300,63.33,36.67,0.0,0.0,0.0,0.0,0.0,26.66
282,King 3659,Girmay Zahilay,None,96,Larry Gossett,None2,92,,,0,,,0,,,0,,,0,,,0,188,51.06,48.94,0.0,0.0,0.0,0.0,0.0,2.12
283,King 3666,Girmay Zahilay,None,73,Larry Gossett,None2,64,,,0,,,0,,,0,,,0,,,0,137,53.28,46.72,0.0,0.0,0.0,0.0,0.0,6.56
284,King 3672,Girmay Zahilay,None,209,Larry Gossett,None2,86,,,0,,,0,,,0,,,0,,,0,295,70.85,29.15,0.0,0.0,0.0,0.0,0.0,41.7
285,King 3673,Girmay Zahilay,None,229,Larry Gossett,None2,126,,,0,,,0,,,0,,,0,,,0,355,64.51,35.49,0.0,0.0,0.0,0.0,0.0,29.02
286,King 3696,Girmay Zahilay,None,67,Larry Gossett,None2,21,,,0,,,0,,,0,,,0,,,0,88,76.14,23.86,0.0,0.0,0.0,0.0,0.0,52.28
287,King 3721,Girmay Zahilay,None,126,Larry Gossett,None2,73,,,0,,,0,,,0,,,0,,,0,199,63.32,36.68,0.0,0.0,0.0,0.0,0.0,26.64
288,King 3729,Girmay Zahilay,None,165,Larry Gossett,None2,66,,,0,,,0,,,0,,,0,,,0,231,71.43,28.57,0.0,0.0,0.0,0.0,0.0,42.86
289,King 3730,Girmay Zahilay,None,227,Larry Gossett,None2,91,,,0,,,0,,,0,,,0,,,0,318,71.38,28.62,0.0,0.0,0.0,0.0,0.0,42.76
290,King 3731,Girmay Zahilay,None,166,Larry Gossett,None2,82,,,0,,,0,,,0,,,0,,,0,248,66.94,33.06,0.0,0.0,0.0,0.0,0.0,33.88
291,King 3732,Girmay Zahilay,None,143,Larry Gossett,None2,82,,,0,,,0,,,0,,,0,,,0,225,63.56,36.44,0.0,0.0,0.0,0.0,0.0,27.12
292,King 3796,Girmay Zahilay,None,137,Larry Gossett,None2,70,,,0,,,0,,,0,,,0,,,0,207,66.18,33.82,0.0,0.0,0.0,0.0,0.0,32.36
293,King 3802,Girmay Zahilay,None,105,Larry Gossett,None2,63,,,0,,,0,,,0,,,0,,,0,168,62.5,37.5,0.0,0.0,0.0,0.0,0.0,25.0
294,King 3803,Girmay Zahilay,None,135,Larry Gossett,None2,67,,,0,,,0,,,0,,,0,,,0,202,66.83,33.17,0.0,0.0,0.0,0.0,0.0,33.66
295,King 3805,Girmay Zahilay,None,109,Larry Gossett,None2,52,,,0,,,0,,,0,,,0,,,0,161,67.7,32.3,0.0,0.0,0.0,0.0,0.0,35.4
296,King 3810,Girmay Zahilay,None,129,Larry Gossett,None2,84,,,0,,,0,,,0,,,0,,,0,213,60.56,39.44,0.0,0.0,0.0,0.0,0.0,21.12
297,King 392,Larry Gossett,None2,76,Girmay Zahilay,None,75,,,0,,,0,,,0,,,0,,,0,151,50.33,49.67,0.0,0.0,0.0,0.0,0.0,0.66
298,King 660,Girmay Zahilay,None,189,Larry Gossett,None2,169,,,0,,,0,,,0,,,0,,,0,358,52.79,47.21,0.0,0.0,0.0,0.0,0.0,5.58
299,King 667,Girmay Zahilay,None,129,Larry Gossett,None2,126,,,0,,,0,,,0,,,0,,,0,255,50.59,49.41,0.0,0.0,0.0,0.0,0.0,1.18
300,King 690,Larry Gossett,None2,130,Girmay Zahilay,None,107,,,0,,,0,,,0,,,0,,,0,237,54.85,45.15,0.0,0.0,0.0,0.0,0.0,9.7
302,Snohomish 22121192,Megan Dunn,Democratic,219,Anna Rohrbough,Republican,207,,,0,,,0,,,0,,,0,,,0,426,51.41,48.59,0.0,0.0,0.0,0.0,0.0,2.82
303,Snohomish 22121193,Megan Dunn,Democratic,288,Anna Rohrbough,Republican,201,,,0,,,0,,,0,,,0,,,0,489,58.9,41.1,0.0,0.0,0.0,0.0,0.0,17.8
304,Snohomish 22121194,Anna Rohrbough,Republican,146,Megan Dunn,Democratic,145,,,0,,,0,,,0,,,0,,,0,291,50.17,49.83,0.0,0.0,0.0,0.0,0.0,0.34
305,Snohomish 22121259,Megan Dunn,Democratic,114,Anna Rohrbough,Republican,77,,,0,,,0,,,0,,,0,,,0,191,59.69,40.31,0.0,0.0,0.0,0.0,0.0,19.38
306,Snohomish 22121260,Megan Dunn,Democratic,125,Anna Rohrbough,Republican,116,,,0,,,0,,,0,,,0,,,0,241,51.87,48.13,0.0,0.0,0.0,0.0,0.0,3.74
307,Snohomish 22121262,Anna Rohrbough,Republican,124,Megan Dunn,Democratic,123,,,0,,,0,,,0,,,0,,,0,247,50.2,49.8,0.0,0.0,0.0,0.0,0.0,0.4
