,Precinct,Name_1,Party_1,Votes_1,Name_2,Party_2,Votes_2,Name_3,Party_3,Votes_3,Name_4,Party_4,Votes_4,Name_5,Party_5,Votes_5,Name_6,Party_6,Votes_6,Name_7,Party_7,Votes_7,Votes_total,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5,Pct_6,Pct_7,Margin
308,Snohomish 22121263,Anna Rohrbough,Republican,234,Megan Dunn,Democratic,204,,,0,,,0,,,0,,,0,,,0,438,53.42,46.58,0.0,0.0,0.0,0.0,0.0,6.84
309,Snohomish 22121306,Megan Dunn,Democratic,137,Anna Rohrbough,Republican,123,,,0,,,0,,,0,,,0,,,0,260,52.69,47.31,0.0,0.0,0.0,0.0,0.0,5.38
310,Snohomish 22121307,Megan Dunn,Democratic,158,Anna Rohrbough,Republican,130,,,0,,,0,,,0,,,0,,,0,288,54.86,45.14,0.0,0.0,0.0,0.0,0.0,9.72
311,Snohomish 22121355,Megan Dunn,Democratic,149,Anna Rohrbough,Republican,143,,,0,,,0,,,0,,,0,,,0,292,51.03,48.97,0.0,0.0,0.0,0.0,0.0,2.06
312,Snohomish 22121378,Megan Dunn,Democratic,171,Anna Rohrbough,Republican,139,,,0,,,0,,,0,,,0,,,0,310,55.16,44.84,0.0,0.0,0.0,0.0,0.0,10.32
313,Snohomish 22121379,Megan Dunn,Democratic,273,Anna Rohrbough,Republican,256,,,0,,,0,,,0,,,0,,,0,529,51.61,48.39,0.0,0.0,0.0,0.0,0.0,3.22
314,Snohomish 22121380,Megan Dunn,Democratic,199,Anna Rohrbough,Republican,159,,,0,,,0,,,0,,,0,,,0,358,55.59,44.41,0.0,0.0,0.0,0.0,0.0,11.18
315,Snohomish 22121381,Megan Dunn,Democratic,204,Anna Rohrbough,Republican,158,,,0,,,0,,,0,,,0,,,0,362,56.35,43.65,0.0,0.0,0.0,0.0,0.0,12.7
316,Snohomish 22121382,Megan Dunn,Democratic,238,Anna Rohrbough,Republican,175,,,0,,,0,,,0,,,0,,,0,413,57.63,42.37,0.0,0.0,0.0,0.0,0.0,15.26
317,Snohomish 22121383,Anna Rohrbough,Republican,253,Megan Dunn,Democratic,174,,,0,,,0,,,0,,,0,,,0,427,59.25,40.75,0.0,0.0,0.0,0.0,0.0,18.5
318,Snohomish 22121400,Anna Rohrbough,Republican,174,Megan Dunn,Democratic,160,,,0,,,0,,,0,,,0,,,0,334,52.1,47.9,0.0,0.0,0.0,0.0,0.0,4.2
319,Snohomish 22121405,Megan Dunn,Democratic,73,Anna Rohrbough,Republican,54,,,0,,,0,,,0,,,0,,,0,127,57.48,42.52,0.0,0.0,0.0,0.0,0.0,14.96
320,Snohomish 22121406,Megan Dunn,Democratic,131,Anna Rohrbough,Republican,126,,,0,,,0,,,0,,,0,,,0,257,50.97,49.03,0.0,0.0,0.0,0.0,0.0,1.94
321,Snohomish 22121407,Megan Dunn,Democratic,181,Anna Rohrbough,Republican,104,,,0,,,0,,,0,,,0,,,0,285,63.51,36.49,0.0,0.0,0.0,0.0,0.0,27.02
322,Snohomish 22121448,Megan Dunn,Democratic,53,Anna Rohrbough,Republican,30,,,0,,,0,,,0,,,0,,,0,83,63.86,36.14,0.0,0.0,0.0,0.0,0.0,27.72
323,Snohomish 22121474,Anna Rohrbough,Republican,245,Megan Dunn,Democratic,203,,,0,,,0,,,0,,,0,,,0,448,54.69,45.31,0.0,0.0,0.0,0.0,0.0,9.38
324,Snohomish 22121475,Megan Dunn,Democratic,138,Anna Rohrbough,Republican,128,,,0,,,0,,,0,,,0,,,0,266,51.88,48.12,0.0,0.0,0.0,0.0,0.0,3.76
325,Snohomish 22121491,Megan Dunn,Democratic,103,Anna Rohrbough,Republican,82,,,0,,,0,,,0,,,0,,,0,185,55.68,44.32,0.0,0.0,0.0,0.0,0.0,11.36
326,Snohomish 22121615,Megan Dunn,Democratic,119,Anna Rohrbough,Republican,114,,,0,,,0,,,0,,,0,,,0,233,51.07,48.93,0.0,0.0,0.0,0.0,0.0,2.14
327,Snohomish 22121616,Megan Dunn,Democratic,26,Anna Rohrbough,Republican,20,,,0,,,0,,,0,,,0,,,0,46,56.52,43.48,0.0,0.0,0.0,0.0,0.0,13.04
328,Snohomish 22121621,Megan Dunn,Democratic,118,Anna Rohrbough,Republican,96,,,0,,,0,,,0,,,0,,,0,214,55.14,44.86,0.0,0.0,0.0,0.0,0.0,10.28
329,Snohomish 22121622,Megan Dunn,Democratic,110,Anna Rohrbough,Republican,89,,,0,,,0,,,0,,,0,,,0,199,55.28,44.72,0.0,0.0,0.0,0.0,0.0,10.56
330,Snohomish 22121624,Anna Rohrbough,Republican,4,Megan Dunn,Democratic,2,,,0,,,0,,,0,,,0,,,0,6,66.67,33.33,0.0,0.0,0.0,0.0,0.0,33.34
331,Snohomish 22121631,Megan Dunn,Democratic,238,Anna Rohrbough,Republican,177,,,0,,,0,,,0,,,0,,,0,415,57.35,42.65,0.0,0.0,0.0,0.0,0.0,14.7
332,Snohomish 22121632,Megan Dunn,Democratic,40,Anna Rohrbough,Republican,28,,,0,,,0,,,0,,,0,,,0,68,58.82,41.18,0.0,0.0,0.0,0.0,0.0,17.64
333,Snohomish 22121633,Megan Dunn,Democratic,199,Anna Rohrbough,Republican,143,,,0,,,0,,,0,,,0,,,0,342,58.19,41.81,0.0,0.0,0.0,0.0,0.0,16.38
334,Snohomish 22121655,Megan Dunn,Democratic,131,Anna Rohrbough,Republican,115,,,0,,,0,,,0,,,0,,,0,246,53.25,46.75,0.0,0.0,0.0,0.0,0.0,6.5
335,Snohomish 22121697,Megan Dunn,Democratic,61,Anna Rohrbough,Republican,54,,,0,,,0,,,0,,,0,,,0,115,53.04,46.96,0.0,0.0,0.0,0.0,0.0,6.08
336,Snohomish 22121704,Anna Rohrbough,Republican,119,Megan Dunn,Democratic,99,,,0,,,0,,,0,,,0,,,0,218,54.59,45.41,0.0,0.0,0.0,0.0,0.0,9.18
337,Snohomish 22124068,Megan Dunn,Democratic,26,Anna Rohrbough,Republican,15,,,0,,,0,,,0,,,0,,,0,41,63.41,36.59,0.0,0.0,0.0,0.0,0.0,26.82
338,Snohomish 22124100,Megan Dunn,Democratic,145,Anna Rohrbough,Republican,92,,,0,,,0,,,0,,,0,,,0,237,61.18,38.82,0.0,0.0,0.0,0.0,0.0,22.36
339,Snohomish 22124185,Megan Dunn,Democratic,146,Anna Rohrbough,Republican,102,,,0,,,0,,,0,,,0,,,0,248,58.87,41.13,0.0,0.0,0.0,0.0,0.0,17.74
340,Snohomish 22124274,Megan Dunn,Democratic,156,Anna Rohrbough,Republican,121,,,0,,,0,,,0,,,0,,,0,277,56.32,43.68,0.0,0.0,0.0,0.0,0.0,12.64
341,Snohomish 22124337,Anna Rohrbough,Republican,148,Megan Dunn,Democratic,123,,,0,,,0,,,0,,,0,,,0,271,54.61,45.39,0.0,0.0,0.0,0.0,0.0,9.22
342,Snohomish 22124486,Megan Dunn,Democratic,92,Anna Rohrbough,Republican,67,,,0,,,0,,,0,,,0,,,0,159,57.86,42.14,0.0,0.0,0.0,0.0,0.0,15.72
343,Snohomish 22124589,Megan Dunn,Democratic,24,Anna Rohrbough,Republican,20,,,0,,,0,,,0,,,0,,,0,44,54.55,45.45,0.0,0.0,0.0,0.0,0.0,9.1
344,Snohomish 22124773,Megan Dunn,Democratic,31,Anna Rohrbough,Republican,25,,,0,,,0,,,0,,,0,,,0,56,55.36,44.64,0.0,0.0,0.0,0.0,0.0,10.72
345,Snohomish 23821214,Megan Dunn,Democratic,182,Anna Rohrbough,Republican,152,,,0,,,0,,,0,,,0,,,0,334,54.49,45.51,0.0,0.0,0.0,0.0,0.0,8.98
346,Snohomish 23821215,Megan Dunn,Democratic,190,Anna Rohrbough,Republican,79,,,0,,,0,,,0,,,0,,,0,269,70.63,29.37,0.0,0.0,0.0,0.0,0.0,41.26
347,Snohomish 23821216,Megan Dunn,Democratic,137,Anna Rohrbough,Republican,85,,,0,,,0,,,0,,,0,,,0,222,61.71,38.29,0.0,0.0,0.0,0.0,0.0,23.42
348,Snohomish 23821217,Megan Dunn,Democratic,151,Anna Rohrbough,Republican,127,,,0,,,0,,,0,,,0,,,0,278,54.32,45.68,0.0,0.0,0.0,0.0,0.0,8.64
349,Snohomish 23821218,Megan Dunn,Democratic,144,Anna Rohrbough,Republican,80,,,0,,,0,,,0,,,0,,,0,224,64.29,35.71,0.0,0.0,0.0,0.0,0.0,28.58
350,Snohomish 23821219,Megan Dunn,Democratic,172,Anna Rohrbough,Republican,96,,,0,,,0,,,0,,,0,,,0,268,64.18,35.82,0.0,0.0,0.0,0.0,0.0,28.36
351,Snohomish 23821220,Megan Dunn,Democratic,196,Anna Rohrbough,Republican,138,,,0,,,0,,,0,,,0,,,0,334,58.68,41.32,0.0,0.0,0.0,0.0,0.0,17.36
352,Snohomish 23821221,Megan Dunn,Democratic,166,Anna Rohrbough,Republican,80,,,0,,,0,,,0,,,0,,,0,246,67.48,32.52,0.0,0.0,0.0,0.0,0.0,34.96
353,Snohomish 23821222,Megan Dunn,Democratic,177,Anna Rohrbough,Republican,95,,,0,,,0,,,0,,,0,,,0,272,65.07,34.93,0.0,0.0,0.0,0.0,0.0,30.14
354,Snohomish 23821223,Megan Dunn,Democratic,172,Anna Rohrbough,Republican,82,,,0,,,0,,,0,,,0,,,0,254,67.72,32.28,0.0,0.0,0.0,0.0,0.0,35.44
355,Snohomish 23821224,Megan Dunn,Democratic,167,Anna Rohrbough,Republican,101,,,0,,,0,,,0,,,0,,,0,268,62.31,37.69,0.0,0.0,0.0,0.0,0.0,24.62
356,Snohomish 23821225,Megan Dunn,Democratic,141,Anna Rohrbough,Republican,103,,,0,,,0,,,0,,,0,,,0,244,57.79,42.21,0.0,0.0,0.0,0.0,0.0,15.58
357,Snohomish 23821226,Megan Dunn,Democratic,152,Anna Rohrbough,Republican,107,,,0,,,0,,,0,,,0,,,0,259,58.69,41.31,0.0,0.0,0.0,0.0,0.0,17.38
358,Snohomish 23821227,Megan Dunn,Democratic,231,Anna Rohrbough,Republican,123,,,0,,,0,,,0,,,0,,,0,354,65.25,34.75,0.0,0.0,0.0,0.0,0.0,30.5
359,Snohomish 23821228,Megan Dunn,Democratic,173,Anna Rohrbough,Republican,82,,,0,,,0,,,0,,,0,,,0,255,67.84,32.16,0.0,0.0,0.0,0.0,0.0,35.68
360,Snohomish 23821229,Megan Dunn,Democratic,197,Anna Rohrbough,Republican,97,,,0,,,0,,,0,,,0,,,0,294,67.01,32.99,0.0,0.0,0.0,0.0,0.0,34.02
361,Snohomish 23821230,Megan Dunn,Democratic,244,Anna Rohrbough,Republican,99,,,0,,,0,,,0,,,0,,,0,343,71.14,28.86,0.0,0.0,0.0,0.0,0.0,42.28
362,Snohomish 23821231,Megan Dunn,Democratic,190,Anna Rohrbough,Republican,94,,,0,,,0,,,0,,,0,,,0,284,66.9,33.1,0.0,0.0,0.0,0.0,0.0,33.8
363,Snohomish 23821232,Megan Dunn,Democratic,144,Anna Rohrbough,Republican,111,,,0,,,0,,,0,,,0,,,0,255,56.47,43.53,0.0,0.0,0.0,0.0,0.0,12.94
364,Snohomish 23821233,Megan Dunn,Democratic,198,Anna Rohrbough,Republican,98,,,0,,,0,,,0,,,0,,,0,296,66.89,33.11,0.0,0.0,0.0,0.0,0.0,33.78
365,Snohomish 23821234,Megan Dunn,Democratic,261,Anna Rohrbough,Republican,153,,,0,,,0,,,0,,,0,,,0,414,63.04,36.96,0.0,0.0,0.0,0.0,0.0,26.08
366,Snohomish 23821235,Megan Dunn,Democratic,148,Anna Rohrbough,Republican,108,,,0,,,0,,,0,,,0,,,0,256,57.81,42.19,0.0,0.0,0.0,0.0,0.0,15.62
367,Snohomish 23821236,Megan Dunn,Democratic,114,Anna Rohrbough,Republican,98,,,0,,,0,,,0,,,0,,,0,212,53.77,46.23,0.0,0.0,0.0,0.0,0.0,7.54
368,Snohomish 23821237,Megan Dunn,Democratic,112,Anna Rohrbough,Republican,85,,,0,,,0,,,0,,,0,,,0,197,56.85,43.15,0.0,0.0,0.0,0.0,0.0,13.7
369,Snohomish 23821238,Megan Dunn,Democratic,168,Anna Rohrbough,Republican,134,,,0,,,0,,,0,,,0,,,0,302,55.63,44.37,0.0,0.0,0.0,0.0,0.0,11.26
370,Snohomish 23821239,Megan Dunn,Democratic,130,Anna Rohrbough,Republican,117,,,0,,,0,,,0,,,0,,,0,247,52.63,47.37,0.0,0.0,0.0,0.0,0.0,5.26
371,Snohomish 23821240,Megan Dunn,Democratic,181,Anna Rohrbough,Republican,161,,,0,,,0,,,0,,,0,,,0,342,52.92,47.08,0.0,0.0,0.0,0.0,0.0,5.84
372,Snohomish 23821241,Megan Dunn,Democratic,98,Anna Rohrbough,Republican,95,,,0,,,0,,,0,,,0,,,0,193,50.78,49.22,0.0,0.0,0.0,0.0,0.0,1.56
373,Snohomish 23821242,Megan Dunn,Democratic,128,Anna Rohrbough,Republican,107,,,0,,,0,,,0,,,0,,,0,235,54.47,45.53,0.0,0.0,0.0,0.0,0.0,8.94
374,Snohomish 23821243,Megan Dunn,Democratic,172,Anna Rohrbough,Republican,113,,,0,,,0,,,0,,,0,,,0,285,60.35,39.65,0.0,0.0,0.0,0.0,0.0,20.7
375,Snohomish 23821244,Anna Rohrbough,Republican,57,Megan Dunn,Democratic,42,,,0,,,0,,,0,,,0,,,0,99,57.58,42.42,0.0,0.0,0.0,0.0,0.0,15.16
376,Snohomish 23821245,Anna Rohrbough,Republican,144,Megan Dunn,Democratic,115,,,0,,,0,,,0,,,0,,,0,259,55.6,44.4,0.0,0.0,0.0,0.0,0.0,11.2
377,Snohomish 23821246,Megan Dunn,Democratic,71,Anna Rohrbough,Republican,65,,,0,,,0,,,0,,,0,,,0,136,52.21,47.79,0.0,0.0,0.0,0.0,0.0,4.42
378,Snohomish 23821247,Megan Dunn,Democratic,101,Anna Rohrbough,Republican,79,,,0,,,0,,,0,,,0,,,0,180,56.11,43.89,0.0,0.0,0.0,0.0,0.0,12.22
379,Snohomish 23821248,Megan Dunn,Democratic,98,Anna Rohrbough,Republican,87,,,0,,,0,,,0,,,0,,,0,185,52.97,47.03,0.0,0.0,0.0,0.0,0.0,5.94
380,Snohomish 23821249,Anna Rohrbough,Republican,88,Megan Dunn,Democratic,73,,,0,,,0,,,0,,,0,,,0,161,54.66,45.34,0.0,0.0,0.0,0.0,0.0,9.32
381,Snohomish 23821250,Anna Rohrbough,Republican,97,Megan Dunn,Democratic,87,,,0,,,0,,,0,,,0,,,0,184,52.72,47.28,0.0,0.0,0.0,0.0,0.0,5.44
382,Snohomish 23821251,Megan Dunn,Democratic,111,Anna Rohrbough,Republican,91,,,0,,,0,,,0,,,0,,,0,202,54.95,45.05,0.0,0.0,0.0,0.0,0.0,9.9
383,Snohomish 23821252,Anna Rohrbough,Republican,103,Megan Dunn,Democratic,98,,,0,,,0,,,0,,,0,,,0,201,51.24,48.76,0.0,0.0,0.0,0.0,0.0,2.48
384,Snohomish 23821253,Anna Rohrbough,Republican,148,Megan Dunn,Democratic,139,,,0,,,0,,,0,,,0,,,0,287,51.57,48.43,0.0,0.0,0.0,0.0,0.0,3.14
385,Snohomish 23821254,Megan Dunn,Democratic,144,Anna Rohrbough,Republican,107,,,0,,,0,,,0,,,0,,,0,251,57.37,42.63,0.0,0.0,0.0,0.0,0.0,14.74
386,Snohomish 23821255,Anna Rohrbough,Republican,119,Megan Dunn,Democratic,116,,,0,,,0,,,0,,,0,,,0,235,50.64,49.36,0.0,0.0,0.0,0.0,0.0,1.28
387,Snohomish 23821256,Megan Dunn,Democratic,147,Anna Rohrbough,Republican,137,,,0,,,0,,,0,,,0,,,0,284,51.76,48.24,0.0,0.0,0.0,0.0,0.0,3.52
388,Snohomish 23821257,Anna Rohrbough,Republican,154,Megan Dunn,Democratic,110,,,0,,,0,,,0,,,0,,,0,264,58.33,41.67,0.0,0.0,0.0,0.0,0.0,16.66
389,Snohomish 23821258,Megan Dunn,Democratic,83,Anna Rohrbough,Republican,36,,,0,,,0,,,0,,,0,,,0,119,69.75,30.25,0.0,0.0,0.0,0.0,0.0,39.5
390,Snohomish 23821287,Megan Dunn,Democratic,169,Anna Rohrbough,Republican,76,,,0,,,0,,,0,,,0,,,0,245,68.98,31.02,0.0,0.0,0.0,0.0,0.0,37.96
391,Snohomish 23821288,Megan Dunn,Democratic,179,Anna Rohrbough,Republican,102,,,0,,,0,,,0,,,0,,,0,281,63.7,36.3,0.0,0.0,0.0,0.0,0.0,27.4
392,Snohomish 23821289,Megan Dunn,Democratic,128,Anna Rohrbough,Republican,118,,,0,,,0,,,0,,,0,,,0,246,52.03,47.97,0.0,0.0,0.0,0.0,0.0,4.06
393,Snohomish 23821290,Megan Dunn,Democratic,120,Anna Rohrbough,Republican,97,,,0,,,0,,,0,,,0,,,0,217,55.3,44.7,0.0,0.0,0.0,0.0,0.0,10.6
394,Snohomish 23821327,Anna Rohrbough,Republican,142,Megan Dunn,Democratic,132,,,0,,,0,,,0,,,0,,,0,274,51.82,48.18,0.0,0.0,0.0,0.0,0.0,3.64
395,Snohomish 23821328,Megan Dunn,Democratic,169,Anna Rohrbough,Republican,96,,,0,,,0,,,0,,,0,,,0,265,63.77,36.23,0.0,0.0,0.0,0.0,0.0,27.54
396,Snohomish 23821346,Megan Dunn,Democratic,109,Anna Rohrbough,Republican,77,,,0,,,0,,,0,,,0,,,0,186,58.6,41.4,0.0,0.0,0.0,0.0,0.0,17.2
397,Snohomish 23821365,Anna Rohrbough,Republican,134,Megan Dunn,Democratic,131,,,0,,,0,,,0,,,0,,,0,265,50.57,49.43,0.0,0.0,0.0,0.0,0.0,1.14
398,Snohomish 23821394,Megan Dunn,Democratic,124,Anna Rohrbough,Republican,66,,,0,,,0,,,0,,,0,,,0,190,65.26,34.74,0.0,0.0,0.0,0.0,0.0,30.52
399,Snohomish 23821395,Megan Dunn,Democratic,43,Anna Rohrbough,Republican,28,,,0,,,0,,,0,,,0,,,0,71,60.56,39.44,0.0,0.0,0.0,0.0,0.0,21.12
400,Snohomish 23821396,Megan Dunn,Democratic,197,Anna Rohrbough,Republican,177,,,0,,,0,,,0,,,0,,,0,374,52.67,47.33,0.0,0.0,0.0,0.0,0.0,5.34
401,Snohomish 23821397,Megan Dunn,Democratic,116,Anna Rohrbough,Republican,66,,,0,,,0,,,0,,,0,,,0,182,63.74,36.26,0.0,0.0,0.0,0.0,0.0,27.48
402,Snohomish 23821398,Anna Rohrbough,Republican,28,Megan Dunn,Democratic,17,,,0,,,0,,,0,,,0,,,0,45,62.22,37.78,0.0,0.0,0.0,0.0,0.0,24.44
403,Snohomish 23821399,Megan Dunn,Democratic,166,Anna Rohrbough,Republican,140,,,0,,,0,,,0,,,0,,,0,306,54.25,45.75,0.0,0.0,0.0,0.0,0.0,8.5
404,Snohomish 23821401,Megan Dunn,Democratic,133,Anna Rohrbough,Republican,69,,,0,,,0,,,0,,,0,,,0,202,65.84,34.16,0.0,0.0,0.0,0.0,0.0,31.68
405,Snohomish 23821402,Megan Dunn,Democratic,142,Anna Rohrbough,Republican,99,,,0,,,0,,,0,,,0,,,0,241,58.92,41.08,0.0,0.0,0.0,0.0,0.0,17.84
406,Snohomish 23821403,Anna Rohrbough,Republican,21,Megan Dunn,Democratic,14,,,0,,,0,,,0,,,0,,,0,35,60.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0
407,Snohomish 23821404,Megan Dunn,Democratic,130,Anna Rohrbough,Republican,103,,,0,,,0,,,0,,,0,,,0,233,55.79,44.21,0.0,0.0,0.0,0.0,0.0,11.58
408,Snohomish 23821408,Megan Dunn,Democratic,174,Anna Rohrbough,Republican,160,,,0,,,0,,,0,,,0,,,0,334,52.1,47.9,0.0,0.0,0.0,0.0,0.0,4.2
409,Snohomish 23821410,Megan Dunn,Democratic,69,Anna Rohrbough,Republican,35,,,0,,,0,,,0,,,0,,,0,104,66.35,33.65,0.0,0.0,0.0,0.0,0.0,32.7
410,Snohomish 23821411,Megan Dunn,Democratic,90,Anna Rohrbough,Republican,58,,,0,,,0,,,0,,,0,,,0,148,60.81,39.19,0.0,0.0,0.0,0.0,0.0,21.62
411,Snohomish 23821412,Anna Rohrbough,Republican,100,Megan Dunn,Democratic,88,,,0,,,0,,,0,,,0,,,0,188,53.19,46.81,0.0,0.0,0.0,0.0,0.0,6.38
412,Snohomish 23821413,Anna Rohrbough,Republican,168,Megan Dunn,Democratic,137,,,0,,,0,,,0,,,0,,,0,305,55.08,44.92,0.0,0.0,0.0,0.0,0.0,10.16
413,Snohomish 23821414,Megan Dunn,Democratic,89,Anna Rohrbough,Republican,68,,,0,,,0,,,0,,,0,,,0,157,56.69,43.31,0.0,0.0,0.0,0.0,0.0,13.38
414,Snohomish 23821440,Anna Rohrbough,Republican,168,Megan Dunn,Democratic,141,,,0,,,0,,,0,,,0,,,0,309,54.37,45.63,0.0,0.0,0.0,0.0,0.0,8.74
415,Snohomish 23821449,Anna Rohrbough,Republican,113,Megan Dunn,Democratic,89,,,0,,,0,,,0,,,0,,,0,202,55.94,44.06,0.0,0.0,0.0,0.0,0.0,11.88
416,Snohomish 23821450,Megan Dunn,Democratic,92,Anna Rohrbough,Republican,81,,,0,,,0,,,0,,,0,,,0,173,53.18,46.82,0.0,0.0,0.0,0.0,0.0,6.36
417,Snohomish 23821451,Megan Dunn,Democratic,132,Anna Rohrbough,Republican,124,,,0,,,0,,,0,,,0,,,0,256,51.56,48.44,0.0,0.0,0.0,0.0,0.0,3.12
418,Snohomish 23821452,Megan Dunn,Democratic,102,Anna Rohrbough,Republican,74,,,0,,,0,,,0,,,0,,,0,176,57.95,42.05,0.0,0.0,0.0,0.0,0.0,15.9
419,Snohomish 23821453,Megan Dunn,Democratic,39,Anna Rohrbough,Republican,23,,,0,,,0,,,0,,,0,,,0,62,62.9,37.1,0.0,0.0,0.0,0.0,0.0,25.8
420,Snohomish 23821510,Megan Dunn,Democratic,106,Anna Rohrbough,Republican,72,,,0,,,0,,,0,,,0,,,0,178,59.55,40.45,0.0,0.0,0.0,0.0,0.0,19.1
421,Snohomish 23821558,Megan Dunn,Democratic,88,Anna Rohrbough,Republican,53,,,0,,,0,,,0,,,0,,,0,141,62.41,37.59,0.0,0.0,0.0,0.0,0.0,24.82
422,Snohomish 23821617,Megan Dunn,Democratic,108,Anna Rohrbough,Republican,72,,,0,,,0,,,0,,,0,,,0,180,60.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0
423,Snohomish 23821618,Anna Rohrbough,Republican,109,Megan Dunn,Democratic,99,,,0,,,0,,,0,,,0,,,0,208,52.4,47.6,0.0,0.0,0.0,0.0,0.0,4.8
424,Snohomish 23821619,Megan Dunn,Democratic,85,Anna Rohrbough,Republican,76,,,0,,,0,,,0,,,0,,,0,161,52.8,47.2,0.0,0.0,0.0,0.0,0.0,5.6
425,Snohomish 23821620,Anna Rohrbough,Republican,83,Megan Dunn,Democratic,78,,,0,,,0,,,0,,,0,,,0,161,51.55,48.45,0.0,0.0,0.0,0.0,0.0,3.1
426,Snohomish 23821623,Megan Dunn,Democratic,114,Anna Rohrbough,Republican,101,,,0,,,0,,,0,,,0,,,0,215,53.02,46.98,0.0,0.0,0.0,0.0,0.0,6.04
427,Snohomish 23821645,Megan Dunn,Democratic,114,Anna Rohrbough,Republican,81,,,0,,,0,,,0,,,0,,,0,195,58.46,41.54,0.0,0.0,0.0,0.0,0.0,16.92
428,Snohomish 23821662,Anna Rohrbough,Republican,133,Megan Dunn,Democratic,83,,,0,,,0,,,0,,,0,,,0,216,61.57,38.43,0.0,0.0,0.0,0.0,0.0,23.14
429,Snohomish 23821695,Megan Dunn,Democratic,100,Anna Rohrbough,Republican,60,,,0,,,0,,,0,,,0,,,0,160,62.5,37.5,0.0,0.0,0.0,0.0,0.0,25.0
430,Snohomish 23821696,Anna Rohrbough,Republican,70,Megan Dunn,Democratic,65,,,0,,,0,,,0,,,0,,,0,135,51.85,48.15,0.0,0.0,0.0,0.0,0.0,3.7
431,Snohomish 23824098,Megan Dunn,Democratic,93,Anna Rohrbough,Republican,81,,,0,,,0,,,0,,,0,,,0,174,53.45,46.55,0.0,0.0,0.0,0.0,0.0,6.9
432,Snohomish 23824169,Anna Rohrbough,Republican,112,Megan Dunn,Democratic,74,,,0,,,0,,,0,,,0,,,0,186,60.22,39.78,0.0,0.0,0.0,0.0,0.0,20.44
433,Snohomish 23824267,Megan Dunn,Democratic,20,Anna Rohrbough,Republican,18,,,0,,,0,,,0,,,0,,,0,38,52.63,47.37,0.0,0.0,0.0,0.0,0.0,5.26
434,Snohomish 23824269,Anna Rohrbough,Republican,230,Megan Dunn,Democratic,116,,,0,,,0,,,0,,,0,,,0,346,66.47,33.53,0.0,0.0,0.0,0.0,0.0,32.94
435,Snohomish 23824441,Anna Rohrbough,Republican,117,Megan Dunn,Democratic,103,,,0,,,0,,,0,,,0,,,0,220,53.18,46.82,0.0,0.0,0.0,0.0,0.0,6.36
436,Snohomish 23824445,Anna Rohrbough,Republican,142,Megan Dunn,Democratic,78,,,0,,,0,,,0,,,0,,,0,220,64.55,35.45,0.0,0.0,0.0,0.0,0.0,29.1
437,Snohomish 23824561,Megan Dunn,Democratic,76,Anna Rohrbough,Republican,30,,,0,,,0,,,0,,,0,,,0,106,71.7,28.3,0.0,0.0,0.0,0.0,0.0,43.4
438,Snohomish 23824752,Megan Dunn,Democratic,35,Anna Rohrbough,Republican,30,,,0,,,0,,,0,,,0,,,0,65,53.85,46.15,0.0,0.0,0.0,0.0,0.0,7.7
439,Snohomish 24424001,Anna Rohrbough,Republican,24,Megan Dunn,Democratic,7,,,0,,,0,,,0,,,0,,,0,31,77.42,22.58,0.0,0.0,0.0,0.0,0.0,54.84
440,Snohomish 24424019,Anna Rohrbough,Republican,13,Megan Dunn,Democratic,10,,,0,,,0,,,0,,,0,,,0,23,56.52,43.48,0.0,0.0,0.0,0.0,0.0,13.04
441,Snohomish 24424126,Anna Rohrbough,Republican,110,Megan Dunn,Democratic,104,,,0,,,0,,,0,,,0,,,0,214,51.4,48.6,0.0,0.0,0.0,0.0,0.0,2.8
442,Snohomish 24424528,Megan Dunn,Democratic,99,Anna Rohrbough,Republican,90,,,0,,,0,,,0,,,0,,,0,189,52.38,47.62,0.0,0.0,0.0,0.0,0.0,4.76
443,Spokane 4023,Randal Rosman,None,6,,,0,,,0,,,0,,,0,,,0,,,0,6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
444,Spokane 6017,Randal Rosman,None,265,,,0,,,0,,,0,,,0,,,0,,,0,265,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
445,Spokane 6018,Randal Rosman,None,343,,,0,,,0,,,0,,,0,,,0,,,0,343,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
446,Spokane 6019,Randal Rosman,None,318,,,0,,,0,,,0,,,0,,,0,,,0,318,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
447,Spokane 6020,Randal Rosman,None,383,,,0,,,0,,,0,,,0,,,0,,,0,383,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
448,Spokane 6021,Randal Rosman,None,246,,,0,,,0,,,0,,,0,,,0,,,0,246,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
449,Spokane 6022,Randal Rosman,None,270,,,0,,,0,,,0,,,0,,,0,,,0,270,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
450,Spokane 6023,Randal Rosman,None,103,,,0,,,0,,,0,,,0,,,0,,,0,103,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
451,Spokane 6024,Randal Rosman,None,142,,,0,,,0,,,0,,,0,,,0,,,0,142,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
